meet_name,swim_time,swim_date,full_desc,team_code,team_short_name,full_name_computed,gender,birth_date,event_id,standard_name,RANK,Rank_Order,fina_points,meet_city,country_code
Phillips 66 National Championships (50m),56.18,29/06/2023,Women 100 Butterfly LCM Female,USA,United States of America,"HUSKE, Torri",F,07/12/2002,,,37,37,963,Indianapolis,USA
Olympic Games Tokyo 2020,56.18,24/07/2021,Women 100 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,37,38,963,Tokyo,JPN
17th FINA World Championships 2017,56.18,24/07/2017,Women 100 Butterfly LCM Female,AUS,Australia,"MCKEON, Emma",F,24/05/1994,,,37,39,963,Budapest,HUN
Olympic Swimming Trials 2020,56.19,19/06/2021,Women 100 Butterfly LCM Female,CAN,Canada,"MACNEIL, Margaret",F,26/02/2000,,,40,40,962,Toronto,CAN
Mare Nostrum -  35th Meeting International de Natation de Monte Carlo 2017,56.20,10/06/2017,Women 100 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,41,41,962,Monaco,MON
Olympic Games Tokyo 2020,56.22,26/07/2021,Women 100 Butterfly LCM Female,SWE,Sweden,"HANSSON, Louise",F,24/11/1996,,,42,42,961,Tokyo,JPN
18th FINA World Championships 2019,56.22,22/07/2019,Women 100 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,42,43,961,Gwangju,KOR
European Championships 2018,56.23,04/08/2018,Women 100 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,44,44,960,Glasgow,GBR
Mare Nostrum - 36th Meeting International de Natation de Monte Carlo 2018,56.23,16/06/2018,Women 100 Butterfly LCM Female,JPN,Japan,"IKEE, Rikako",F,04/07/2000,,,44,45,960,Monaco,MON
Mare Nostrum - 36th Meeting International de Natation de Monte Carlo 2018,56.23,16/06/2018,Women 100 Butterfly LCM Female,JPN,Japan,"IKEE, Rikako",F,04/07/2000,,,44,46,960,Monaco,MON
17th FINA World Championships 2017,56.23,23/07/2017,Women 100 Butterfly LCM Female,AUS,Australia,"MCKEON, Emma",F,24/05/1994,,,44,47,960,Budapest,HUN
13th FINA World Championships 2009,56.23,27/07/2009,Women 100 Butterfly LCM Female,AUS,Australia,"SCHIPPER, Jess",F,19/11/1986,,,44,48,,Rome,ITA
The National Games,56.24,20/09/2021,Women 100 Butterfly LCM Female,CHN,People's Republic of China,"ZHANG, Yufei",F,19/04/1998,,,49,49,960,Xian,CHN
Olympic Games London 2012,56.25,28/07/2012,Women 100 Butterfly LCM Female,USA,United States of America,"VOLLMER, Dana",F,13/11/1987,,,50,50,989,London,GBR
Swim Open Stockholm 2017,56.26,09/04/2017,Women 100 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,51,51,958,Stockholm,SWE
Olympic Games Rio 2016,56.26,06/08/2016,Women 100 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,51,52,967,Rio de Janeiro,BRA
Olympic Games Tokyo 2020,56.27,26/07/2021,Women 100 Butterfly LCM Female,FRA,France,"WATTEL, Marie",F,02/06/1997,,,53,53,958,Tokyo,JPN
Mare Nostrum - Trofeu Internacional Ciutat de Barcelona 2017,56.27,13/06/2017,Women 100 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,53,54,958,Barcelona,ESP
Phillips 66 International Team Trials 2022,56.28,28/04/2022,Women 100 Butterfly LCM Female,USA,United States of America,"HUSKE, Torri",F,07/12/2002,,,55,55,957,Greensboro,USA
19th FINA World Championships Budapest 2022,56.29,18/06/2022,Women 100 Butterfly LCM Female,USA,United States of America,"HUSKE, Torri",F,07/12/2002,,,56,56,957,Budapest,HUN
Olympic Games Tokyo 2020,56.29,24/07/2021,Women 100 Butterfly LCM Female,USA,United States of America,"HUSKE, Torri",F,07/12/2002,,,56,57,957,Tokyo,JPN
Chinese National Championships (50m),56.29,30/09/2020,Women 100 Butterfly LCM Female,CHN,People's Republic of China,"ZHANG, Yufei",F,19/04/1998,,,56,58,957,Qingdao,CHN
18th FINA World Championships 2019,56.29,21/07/2019,Women 100 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,56,59,957,Gwangju,KOR
55th International Trophy Sette Colli,56.29,30/06/2018,Women 100 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,56,60,957,Rome,ITA
55th International Trophy Sette Colli,56.29,29/06/2018,Women 100 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,56,61,957,Rome,ITA
18th Asian Games 2018,56.30,21/08/2018,Women 100 Butterfly LCM Female,JPN,Japan,"IKEE, Rikako",F,04/07/2000,,,62,62,956,Jakarta,INA
Bergen Swim Festival 2017,56.32,07/05/2017,Women 100 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,63,63,955,Bergen,NOR
Olympic Games Tokyo 2020,56.33,25/07/2021,Women 100 Butterfly LCM Female,AUS,Australia,"MCKEON, Emma",F,24/05/1994,,,64,64,955,Tokyo,JPN
Phillips 66 National Championships (50m),56.34,29/06/2023,Women 100 Butterfly LCM Female,USA,United States of America,"WALSH, Gretchen",F,29/01/2003,,,65,65,954,Indianapolis,USA
Phillips 66 International Team Trials 2022,56.35,28/04/2022,Women 100 Butterfly LCM Female,USA,United States of America,"CURZAN, Claire",F,30/06/2004,,,66,66,954,Greensboro,USA
Malmsten Swim Open Stockholm 2018,56.35,06/04/2018,Women 100 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,66,67,954,Stockholm,SWE
Malmsten Swim Open Stockholm 2018,56.35,05/04/2018,Women 100 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,66,68,954,Stockholm,SWE
22nd Commonwealth Games 2022,56.36,30/07/2022,Women 100 Butterfly LCM Female,CAN,Canada,"MACNEIL, Margaret",F,26/02/2000,,,69,69,953,Birmingham,GBR
Olympic Games London 2012,56.36,28/07/2012,Women 100 Butterfly LCM Female,USA,United States of America,"VOLLMER, Dana",F,13/11/1987,,,69,70,984,London,GBR
17th FINA World Championships 2017,56.37,24/07/2017,Women 100 Butterfly LCM Female,USA,United States of America,"DAHLIA, Kelsi",F,15/07/1994,,,71,71,953,Budapest,HUN
Meeting International circuit FFN - Golden tour,56.37,06/02/2016,Women 100 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,71,72,961,Amiens,FRA
22nd Commonwealth Games 2022,56.38,30/07/2022,Women 100 Butterfly LCM Female,AUS,Australia,"MCKEON, Emma",F,24/05/1994,,,73,73,952,Birmingham,GBR
ST Arena Pro Swim at Austin 2016,56.38,15/01/2016,Women 100 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,73,74,961,Austin,USA
World Aquatics Championships - Fukuoka 2023,56.40,23/07/2023,Women 100 Butterfly LCM Female,CHN,People's Republic of China,"ZHANG, Yufei",F,19/04/1998,,,75,75,951,Fukuoka,JPN
Olympic Games Tokyo 2020,56.40,25/07/2021,Women 100 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,75,76,951,Tokyo,JPN
Mare Nostrum - Trofeu Internacional Ciutat de Barcelona 2018,56.40,13/06/2018,Women 100 Butterfly LCM Female,JPN,Japan,"IKEE, Rikako",F,04/07/2000,,,75,77,951,Barcelona,ESP
19th FINA World Championships Budapest 2022,56.41,19/06/2022,Women 100 Butterfly LCM Female,CHN,People's Republic of China,"ZHANG, Yufei",F,19/04/1998,,,78,78,951,Budapest,HUN
Chinese National Championships (50m),56.42,01/05/2021,Women 100 Butterfly LCM Female,CHN,People's Republic of China,"ZHANG, Yufei",F,19/04/1998,,,79,79,950,Qingdao,CHN
FINA Champions Swim Series 2019,56.42,31/05/2019,Women 100 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,79,80,950,Indianapolis,USA
US Olympic Team Trials,56.42,25/06/2012,Women 100 Butterfly LCM Female,USA,United States of America,"VOLLMER, Dana",F,13/11/1987,,,79,81,980,Omaha,USA
Phillips 66 National Championships (50m),56.43,29/06/2023,Women 100 Butterfly LCM Female,USA,United States of America,"DOUGLASS, Kate",F,17/11/2001,,,82,82,950,Indianapolis,USA
US Olympic Team Trials - Wave II,56.43,14/06/2021,Women 100 Butterfly LCM Female,USA,United States of America,"CURZAN, Claire",F,30/06/2004,,,82,83,950,Omaha,USA
TAC Spring Invitational 2021 (50m),56.43,14/05/2021,Women 100 Butterfly LCM Female,USA,United States of America,"CURZAN, Claire",F,30/06/2004,,,82,84,950,Cary,USA
Hancock Prospecting Australian Swimming Club Championships 2021,56.44,16/04/2021,Women 100 Butterfly LCM Female,AUS,Australia,"MCKEON, Emma",F,24/05/1994,,,85,85,949,Gold Coast,AUS
13th Pan Pacific Championships 2018,56.44,11/08/2018,Women 100 Butterfly LCM Female,USA,United States of America,"DAHLIA, Kelsi",F,15/07/1994,,,85,86,949,Tokyo,JPN
17th FINA World Championships 2017,56.44,23/07/2017,Women 100 Butterfly LCM Female,USA,United States of America,"DAHLIA, Kelsi",F,15/07/1994,,,85,87,949,Budapest,HUN
13th FINA World Championships 2009,56.44,26/07/2009,Women 100 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,85,88,,Rome,ITA
World Aquatics Championships - Fukuoka 2023,56.45,24/07/2023,Women 100 Butterfly LCM Female,CAN,Canada,"MACNEIL, Margaret",F,26/02/2000,,,89,89,949,Fukuoka,JPN
18th FINA World Championships 2019,56.45,21/07/2019,Women 100 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,89,90,949,Gwangju,KOR
Swedish National Championships (50m),56.45,29/06/2019,Women 100 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,89,91,949,Malmo,SWE
FINA Swimming World Cup 2018,56.46,15/09/2018,Women 100 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,92,92,948,Doha,QAT
Olympic Games Rio 2016,56.46,07/08/2016,Women 100 Butterfly LCM Female,CAN,Canada,"OLEKSIAK, Penny",F,13/06/2000,,,92,93,957,Rio de Janeiro,BRA
16th FINA World Championships 2015,56.47,02/08/2015,Women 100 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,94,94,974,Kazan,RUS
14th FINA World Championships 2011,56.47,24/07/2011,Women 100 Butterfly LCM Female,USA,United States of America,"VOLLMER, Dana",F,13/11/1987,,,94,95,978,Shanghai,CHN
Chinese National Championships (50m),56.48,04/05/2023,Women 100 Butterfly LCM Female,CHN,People's Republic of China,"ZHANG, Yufei",F,19/04/1998,,,96,96,947,Hangzhou,CHN
19th FINA World Championships Budapest 2022,56.48,19/06/2022,Women 100 Butterfly LCM Female,SWE,Sweden,"HANSSON, Louise",F,24/11/1996,,,96,97,947,Budapest,HUN
US Olympic Team Trials - Swimming,56.48,27/06/2016,Women 100 Butterfly LCM Female,USA,United States of America,"DAHLIA, Kelsi",F,15/07/1994,,,96,98,956,Omaha,USA
Swedish National Championships (50m),56.50,02/07/2014,Women 100 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,99,99,972,Boras,SWE
US Olympic Team Trials,56.50,25/06/2012,Women 100 Butterfly LCM Female,USA,United States of America,"VOLLMER, Dana",F,13/11/1987,,,99,100,976,Omaha,USA
Olympic Games Tokyo 2020,56.51,25/07/2021,Women 100 Butterfly LCM Female,USA,United States of America,"HUSKE, Torri",F,07/12/2002,,,101,101,946,Tokyo,JPN
European Championships 2014,56.51,22/08/2014,Women 100 Butterfly LCM Female,DEN,Denmark,"OTTESEN, Jeanette",F,30/12/1987,,,101,102,972,Berlin,GER
18th FINA World Championships 2019,56.52,21/07/2019,Women 100 Butterfly LCM Female,CAN,Canada,"MACNEIL, Margaret",F,26/02/2000,,,103,103,945,Gwangju,KOR
European Championships 2014,56.52,22/08/2014,Women 100 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,103,104,971,Berlin,GER
SM/JSM (50m) 2017,56.53,01/07/2017,Women 100 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,105,105,945,Boras,SWE
2014 Amiens Golden Lanes,56.53,14/03/2014,Women 100 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,105,106,971,Amiens,FRA
15th FINA World Championships 2013,56.53,29/07/2013,Women 100 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,105,107,971,Barcelona,ESP
Bell Canadian Swimming Trials 2023,56.54,29/03/2023,Women 100 Butterfly LCM Female,CAN,Canada,"MACNEIL, Margaret",F,26/02/2000,,,108,108,944,Toronto,CAN
13th Pan Pacific Championships 2018,56.54,11/08/2018,Women 100 Butterfly LCM Female,AUS,Australia,"MCKEON, Emma",F,24/05/1994,,,108,109,944,Tokyo,JPN
Olympic Games Tokyo 2020,56.55,24/07/2021,Women 100 Butterfly LCM Female,CAN,Canada,"MACNEIL, Margaret",F,26/02/2000,,,110,110,944,Tokyo,JPN
Olympic Games Tokyo 2020,56.56,25/07/2021,Women 100 Butterfly LCM Female,CAN,Canada,"MACNEIL, Margaret",F,26/02/2000,,,111,111,943,Tokyo,JPN
US Olympic Team Trials - Wave II,56.56,14/06/2021,Women 100 Butterfly LCM Female,USA,United States of America,"DOUGLASS, Kate",F,17/11/2001,,,111,112,943,Omaha,USA
US Olympic Team Trials - Wave II,56.56,13/06/2021,Women 100 Butterfly LCM Female,USA,United States of America,"DAHLIA, Kelsi",F,15/07/1994,,,111,113,943,Omaha,USA
Olympic Games Rio 2016,56.56,06/08/2016,Women 100 Butterfly LCM Female,USA,United States of America,"VOLLMER, Dana",F,13/11/1987,,,111,114,951,Rio de Janeiro,BRA
31st Summer Universiade 2023,56.57,05/08/2023,Women 100 Butterfly LCM Female,CHN,People's Republic of China,"ZHANG, Yufei",F,19/04/1998,,,115,115,943,Chengdu,CHN
Bergen Swim Festival 2018,56.57,15/04/2018,Women 100 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,115,116,943,Bergen,NOR
Chinese Spring National Championships,56.58,22/03/2023,Women 100 Butterfly LCM Female,CHN,People's Republic of China,"ZHANG, Yufei",F,19/04/1998,,,117,117,942,Qingdao,CHN
Meeting International circuit FFN - Golden tour,56.58,07/03/2015,Women 100 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,117,118,968,Marseille,FRA
US Olympic Team Trials,56.59,25/06/2012,Women 100 Butterfly LCM Female,USA,United States of America,"VOLLMER, Dana",F,13/11/1987,,,119,119,972,Omaha,USA
TYR Pro Swim Series Fort Lauderdale 2023,56.60,04/03/2023,Women 100 Butterfly LCM Female,USA,United States of America,"SMITH, Regan",F,09/02/2002,,,120,120,941,Fort Lauderdale,USA
World Aquatics Championships - Fukuoka 2023,56.61,24/07/2023,Women 100 Butterfly LCM Female,USA,United States of America,"HUSKE, Torri",F,07/12/2002,,,121,121,941,Fukuoka,JPN
Phillips 66 National Championships (50m),56.61,29/06/2023,Women 100 Butterfly LCM Female,USA,United States of America,"CURZAN, Claire",F,30/06/2004,,,121,122,941,Indianapolis,USA
Toyota US Open 2020,56.61,13/11/2020,Women 100 Butterfly LCM Female,USA,United States of America,"CURZAN, Claire",F,30/06/2004,,,121,123,941,Different Area,USA
18th FINA World Championships 2019,56.61,22/07/2019,Women 100 Butterfly LCM Female,AUS,Australia,"MCKEON, Emma",F,24/05/1994,,,121,124,941,Gwangju,KOR
Pan Pacs Trials 2018,56.61,03/07/2018,Women 100 Butterfly LCM Female,AUS,Australia,"MCKEON, Emma",F,24/05/1994,,,121,125,941,Adelaide,AUS
Pan Pacs Trials 2018,56.61,30/06/2018,Women 100 Butterfly LCM Female,AUS,Australia,"MCKEON, Emma",F,24/05/1994,,,121,126,941,Adelaide,AUS
17th Asian Games 2014,56.61,23/09/2014,Women 100 Butterfly LCM Female,CHN,People's Republic of China,"CHEN, Xinyi",F,02/01/1998,,,121,127,966,Incheon,KOR
Olympic Games Sydney 2000,56.61,17/09/2000,Women 100 Butterfly LCM Female,NED,Netherlands,"DE BRUIJN, Inge",F,24/08/1973,,,121,128,,Sydney,AUS
Atlanta PSS 2018,56.62,01/03/2018,Women 100 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,129,129,940,Atlanta,USA
Olympic Games Rio 2016,56.63,07/08/2016,Women 100 Butterfly LCM Female,USA,United States of America,"VOLLMER, Dana",F,13/11/1987,,,130,130,948,Rio de Janeiro,BRA
-,56.64,22/07/2000,Women 100 Butterfly LCM Female,NED,Netherlands,"DE BRUIJN, Inge",F,24/08/1973,,,131,131,,Federal Way,USA
SNSW State Open Championships 2021,56.65,19/03/2021,Women 100 Butterfly LCM Female,AUS,Australia,"MCKEON, Emma",F,24/05/1994,,,132,132,939,Sydney,AUS
European Championships 2022,56.66,15/08/2022,Women 100 Butterfly LCM Female,SWE,Sweden,"HANSSON, Louise",F,24/11/1996,,,133,133,938,Rome,ITA
European Championships 2018,56.66,03/08/2018,Women 100 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,133,134,938,Glasgow,GBR
US Olympic Team Trials - Wave II,56.69,13/06/2021,Women 100 Butterfly LCM Female,USA,United States of America,"HUSKE, Torri",F,07/12/2002,,,135,135,937,Omaha,USA
McDonald’s Queensland Championships 2020,56.69,14/12/2020,Women 100 Butterfly LCM Female,AUS,Australia,"MCKEON, Emma",F,24/05/1994,,,135,136,937,Brisbane,AUS
Malmsten Swim Open Stockholm 2019,56.69,13/04/2019,Women 100 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,135,137,937,Stockholm,SWE
Super Speedo Grand Prix,56.69,27/05/2000,Women 100 Butterfly LCM Female,NED,Netherlands,"DE BRUIJN, Inge",F,24/08/1973,,,135,138,,Sheffield,GBR
Malmsten Swim Open Stockholm 2022,56.70,10/04/2022,Women 100 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,139,139,936,Stockholm,SWE
Olympic Swimming Trials 2020,56.70,19/06/2021,Women 100 Butterfly LCM Female,CAN,Canada,"MACNEIL, Margaret",F,26/02/2000,,,139,140,936,Toronto,CAN
22nd Luxembourg Euro Meet 2020,56.71,25/01/2020,Women 100 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,141,141,936,Luxembourg,LUX
ST Arena Pro Swim at Austin 2016,56.72,15/01/2016,Women 100 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,142,142,943,Austin,USA
European Championships 2021,56.73,17/05/2021,Women 100 Butterfly LCM Female,SWE,Sweden,"HANSSON, Louise",F,24/11/1996,,,143,143,935,Budapest,HUN
Malmsten Swim Open Stockholm 2021,56.73,09/04/2021,Women 100 Butterfly LCM Female,SWE,Sweden,"HANSSON, Louise",F,24/11/1996,,,143,144,935,Stockholm,SWE
Olympic Games Rio 2016,56.73,06/08/2016,Women 100 Butterfly LCM Female,CAN,Canada,"OLEKSIAK, Penny",F,13/06/2000,,,143,145,943,Rio de Janeiro,BRA
Olympic Games Beijing 2008,56.73,11/08/2008,Women 100 Butterfly LCM Female,AUS,Australia,"LENTON, Libby",F,28/01/1985,,,143,146,1025,Beijing,CHN
Australian Swimming Trials,56.74,13/06/2023,Women 100 Butterfly LCM Female,AUS,Australia,"MCKEON, Emma",F,24/05/1994,,,147,147,934,Melbourne,AUS
19th FINA World Championships Budapest 2022,56.74,19/06/2022,Women 100 Butterfly LCM Female,USA,United States of America,"CURZAN, Claire",F,30/06/2004,,,147,148,934,Budapest,HUN
17th FINA World Championships 2017,56.74,23/07/2017,Women 100 Butterfly LCM Female,USA,United States of America,"DAHLIA, Kelsi",F,15/07/1994,,,147,149,934,Budapest,HUN
World Aquatics Championships - Fukuoka 2023,56.76,23/07/2023,Women 100 Butterfly LCM Female,USA,United States of America,"HUSKE, Torri",F,07/12/2002,,,150,150,933,Fukuoka,JPN
Olympic Games Rio 2016,56.76,07/08/2016,Women 100 Butterfly LCM Female,CHN,People's Republic of China,"LU, Ying",F,22/01/1989,,,150,151,941,Rio de Janeiro,BRA
13th FINA World Championships 2009,56.76,26/07/2009,Women 100 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,150,152,,Rome,ITA
20th Luxembourg Euro Meet 2018,56.77,28/01/2018,Women 100 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,153,153,933,Luxembourg,LUX
